uid,dialogue_id,utt_idx,target_utterance,gold_intent,gold_bitmask,pred_intents,pred_bitmask,raw_response
594-2_utt1_intention,594-2,1,"agent_1: Well I have to have some food and I don't need all of that water.  How about I take 2 water, 1 firewood, and 1 food.  I do need the firewood to cook the fish but I dont need it to keep warm at night because I have hefty sleeping bags that work excellent in the cold.",Describe-Need,"[0, 0, 1, 0, 0, 0, 0, 0, 0]","['Describe-Need', 'Promote-Coordination']","[0, 0, 1, 0, 0, 0, 1, 0, 0]","{""intents"":[""Describe-Need"",""Promote-Coordination""]}"
594-2_utt2_intention,594-2,2,"agent_2: That could work, but I'm still a little worried I won't have enough food for 6 people. How long are you guys going to be camping for?",Build-Rapport,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",['Describe-Need'],"[0, 0, 1, 0, 0, 0, 0, 0, 0]","{""intents"":[""Describe-Need""]}"
594-3_utt1_intention,594-3,1,"agent_1: I will be camping for 3 day so I gotta have some food.  Although, I do understand your situation.","Build-Rapport,Show-Empathy","[1, 0, 0, 0, 0, 0, 0, 1, 0]","['Describe-Need', 'Show-Empathy']","[0, 0, 1, 0, 0, 0, 0, 1, 0]","{""intents"":[""Describe-Need"",""Show-Empathy""]}"
594-3_utt2_intention,594-3,2,"agent_2: I see. Yeah, if any of us knew how to fish or forage, we wouldn't need as much, but we're all from the city, so our survival skills are pretty bad and we're going to be camping for almost a week. But I get that fish aren't super reliable for food either... ☹️",Show-Empathy,"[0, 0, 0, 0, 0, 0, 0, 1, 0]","['Show-Empathy', 'Describe-Need']","[0, 0, 1, 0, 0, 0, 0, 1, 0]","{""intents"":[""Show-Empathy"",""Describe-Need""]}"
594-4_utt1_intention,594-4,1,"agent_1: I understand.  So we have came to an agreement that I get 2 water, 1 firewood, and 1 food, is that right?",No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",['Promote-Coordination'],"[0, 0, 0, 0, 0, 0, 1, 0, 0]","{""intents"":[""Promote-Coordination""]}"
594-4_utt2_intention,594-4,2,"agent_2: Yeah, that sounds good to me. Thanks for being understanding. I hope your camping trip goes well.",Build-Rapport,"[1, 0, 0, 0, 0, 0, 0, 0, 0]","['Build-Rapport', 'Show-Empathy', 'Promote-Coordination']","[1, 0, 0, 0, 0, 0, 1, 1, 0]","{""intents"":[""Build-Rapport"",""Show-Empathy"",""Promote-Coordination""]}"
595-0_utt1_intention,595-0,1,agent_2: Good morning! Are you excited to go camping this weekend?,Build-Rapport,"[1, 0, 0, 0, 0, 0, 0, 0, 0]","['Build-Rapport', 'Discover-Preference']","[1, 0, 0, 1, 0, 0, 0, 0, 0]","{""intents"":[""Build-Rapport"",""Discover-Preference""]}"
595-0_utt2_intention,595-0,2,"agent_1: Yes, how about you! We are headed to Joshua Tree NP to do some rock climbing and hiking. ",Build-Rapport,"[1, 0, 0, 0, 0, 0, 0, 0, 0]","['Build-Rapport', 'Discover-Preference']","[1, 0, 0, 1, 0, 0, 0, 0, 0]","{""intents"":[""Build-Rapport"",""Discover-Preference""]}"
595-1_utt1_intention,595-1,1,"agent_2: Ooh rock climbing! I'm definitely scared of heights, so that's out for me. I'm heading to the Puget Sound to camp near the ocean.",Build-Rapport,"[1, 0, 0, 0, 0, 0, 0, 0, 0]","['Show-Empathy', 'Describe-Need']","[0, 0, 1, 0, 0, 0, 0, 1, 0]","{""intents"":[""Show-Empathy"",""Describe-Need""]}"
595-1_utt2_intention,595-1,2,agent_1: My wife is from the puget sound. Was just up there a month ago.  I am looking to take the food and water.  We have a large group and will be active.  We will have some hot and dry conditions in the desert. Some are high school age students with big appetites.  What are your preferences.,"Build-Rapport,Describe-Need,Discover-Preference","[1, 0, 1, 1, 0, 0, 0, 0, 0]","['Describe-Need', 'Discover-Preference']","[0, 0, 1, 1, 0, 0, 0, 0, 0]","{""intents"":[""Describe-Need"",""Discover-Preference""]}"
595-2_utt1_intention,595-2,1,"agent_2: I was definitely looking to have food and firewood most of all. There are plenty of places to collect rainwater and get fresh water in Puget Sound, but we're lacking in food and will need firewood to start a campfire at night.",Describe-Need,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",['Describe-Need'],"[0, 0, 1, 0, 0, 0, 0, 0, 0]","{""intents"":[""Describe-Need""]}"
595-2_utt2_intention,595-2,2,"agent_1: 😮 I see.  I am wiling to give you the firewood, but I also really need the food.  I could take the waters and two food, and how about if you take the firewood and 1 food? The firewood would be helpful since we need to cook a lot of our food and there is not much to collect in the desert, but if we can take extra food, then it will help solve that problem.🙂",Promote-Coordination,"[0, 0, 0, 0, 0, 0, 1, 0, 0]","['Describe-Need', 'Promote-Coordination']","[0, 0, 1, 0, 0, 0, 1, 0, 0]","{""intents"":[""Describe-Need"",""Promote-Coordination""]}"
595-3_utt1_intention,595-3,1,agent_2: I think that would work for us!,No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",['Promote-Coordination'],"[0, 0, 0, 0, 0, 0, 1, 0, 0]","{""intents"":[""Promote-Coordination""]}"
595-3_utt2_intention,595-3,2,agent_1: I am willing to make that deal.,Promote-Coordination,"[0, 0, 0, 0, 0, 0, 1, 0, 0]",['Promote-Coordination'],"[0, 0, 0, 0, 0, 0, 1, 0, 0]","{""intents"":[""Promote-Coordination""]}"
595-4_utt1_intention,595-4,1,agent_2: Perfect! Let's plan on this between the two of us. Thank you for working so well with me. You made good points and I appreciate finding a proper solution. 🙂,Build-Rapport,"[1, 0, 0, 0, 0, 0, 0, 0, 0]","['Build-Rapport', 'Promote-Coordination']","[1, 0, 0, 0, 0, 0, 1, 0, 0]","{""intents"":[""Build-Rapport"",""Promote-Coordination""]}"
595-4_utt2_intention,595-4,2,agent_1: Your welcome.  Have fun at the Puget Sound!🙂🙂,Build-Rapport,"[1, 0, 0, 0, 0, 0, 0, 0, 0]","['Build-Rapport', 'Promote-Coordination']","[1, 0, 0, 0, 0, 0, 1, 0, 0]","{""intents"":[""Build-Rapport"",""Promote-Coordination""]}"
596-0_utt1_intention,596-0,1,agent_2: I need all three of the firewood and three water.  You can have all the food.,No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",['Describe-Need'],"[0, 0, 1, 0, 0, 0, 0, 0, 0]","{""intents"":[""Describe-Need""]}"
596-0_utt2_intention,596-0,2,"agent_1: 😮 May I ask why? I do need food, but I need some firewood as well.",Discover-Preference,"[0, 0, 0, 1, 0, 0, 0, 0, 0]",['Describe-Need'],"[0, 0, 1, 0, 0, 0, 0, 0, 0]","{""intents"":[""Describe-Need""]}"
596-1_utt1_intention,596-1,1,"agent_2: I need firewood to cook the fish I plan to catch.  I don't really need more food, but I can use a little water too, since it's warm.",Describe-Need,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",['Describe-Need'],"[0, 0, 1, 0, 0, 0, 0, 0, 0]","{""intents"":[""Describe-Need""]}"
596-1_utt2_intention,596-1,2,"agent_1: I need firewood, because I have a medical condition that causes my veins to close if I get too cold at night. I don't mind sharing the water.","Describe-Need,Promote-Coordination","[0, 0, 1, 0, 0, 0, 1, 0, 0]",['Describe-Need'],"[0, 0, 1, 0, 0, 0, 0, 0, 0]","{""intents"":[""Describe-Need""]}"
596-2_utt1_intention,596-2,1,"agent_2: Can you get by with one firewood?  If I give it up, I'll need some food, since I won't have enough to cook all the fish.","Describe-Need,Promote-Coordination","[0, 0, 1, 0, 0, 0, 1, 0, 0]",['Describe-Need'],"[0, 0, 1, 0, 0, 0, 0, 0, 0]","{""intents"":[""Describe-Need""]}"
596-2_utt2_intention,596-2,2,"agent_1: I could give you 1 firewood, 2 waters, and 1 food. ",No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",['Promote-Coordination'],"[0, 0, 0, 0, 0, 0, 1, 0, 0]","{""intents"":[""Promote-Coordination""]}"
596-3_utt1_intention,596-3,1,"agent_2: If you make it two food, we have a deal.",No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",['Promote-Coordination'],"[0, 0, 0, 0, 0, 0, 1, 0, 0]","{""intents"":[""Promote-Coordination""]}"
596-3_utt2_intention,596-3,2,agent_1: I would rather let you have the third water than other food. I don't like fish. ☹️,"Build-Rapport,Promote-Coordination","[1, 0, 0, 0, 0, 0, 1, 0, 0]",['Discover-Preference'],"[0, 0, 0, 1, 0, 0, 0, 0, 0]","{""intents"":[""Discover-Preference""]}"
596-4_utt1_intention,596-4,1,"agent_2: Okay, you can have two firewood and and two food, I'll take the rest.",No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",['Promote-Coordination'],"[0, 0, 0, 0, 0, 0, 1, 0, 0]","{""intents"":[""Promote-Coordination""]}"
596-4_utt2_intention,596-4,2,agent_1: Ok. That seems fair enough to me.,Callout-Fairness,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",['Callout-Fairness'],"[0, 1, 0, 0, 0, 0, 0, 0, 0]","{""intents"":[""Callout-Fairness""]}"
596-5_utt1_intention,596-5,1,agent_2: Looks like we have a deal!,No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",['Promote-Coordination'],"[0, 0, 0, 0, 0, 0, 1, 0, 0]","{""intents"":[""Promote-Coordination""]}"
597-0_utt1_intention,597-0,1,"agent_1: Hello, are there any of the three items that you want to be sure you have enough of? 🙂",Discover-Preference,"[0, 0, 0, 1, 0, 0, 0, 0, 0]",['Discover-Preference'],"[0, 0, 0, 1, 0, 0, 0, 0, 0]","{""intents"":[""Discover-Preference""]}"
597-0_utt2_intention,597-0,2,"agent_2: I want to be sure that I have enough firewood.  I want to relax, sit around the campfire, and roast hot dogs and marshmallows.  What about you?","Describe-Need,Discover-Preference","[0, 0, 1, 1, 0, 0, 0, 0, 0]","['Describe-Need', 'Discover-Preference']","[0, 0, 1, 1, 0, 0, 0, 0, 0]","{""intents"":[""Describe-Need"",""Discover-Preference""]}"
597-1_utt1_intention,597-1,1,"agent_1: That sounds great! I like all three items, but I definitely want to make sure I have enough water, especially to drink and stay hydrated and full of as much energy as possible. I require a lot of liquid as a 6-foot-4, 260-pound guy!",Describe-Need,"[0, 0, 1, 0, 0, 0, 0, 0, 0]","['Build-Rapport', 'Describe-Need']","[1, 0, 1, 0, 0, 0, 0, 0, 0]","{""intents"":[""Build-Rapport"",""Describe-Need""]}"
597-1_utt2_intention,597-1,2,"agent_2: I don't think the weather is going to be that hot, and I don't plan on doing any hiking.  So, I should need much extra water.",Describe-Need,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",['Describe-Need'],"[0, 0, 1, 0, 0, 0, 0, 0, 0]","{""intents"":[""Describe-Need""]}"
597-2_utt1_intention,597-2,1,agent_1: Cool! I think I've got a pretty good proposal for you for our supplies. Is it okay with you if I send a possible deal we might be able to make for what we have available for our trip? 🙂,No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",['Promote-Coordination'],"[0, 0, 0, 0, 0, 0, 1, 0, 0]","{""intents"":[""Promote-Coordination""]}"
597-2_utt2_intention,597-2,2,agent_2: Go ahead🙂,No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",['Promote-Coordination'],"[0, 0, 0, 0, 0, 0, 1, 0, 0]","{""intents"":[""Promote-Coordination""]}"
597-3_utt1_intention,597-3,1,"agent_1: I would like to do some hiking before getting back to the campfire. I especially like hiking when the weather is cooler. It works up my appetite for those hot dogs and marshmallows, which are one of the best parts of camping for sure! 🙂",Build-Rapport,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",['Discover-Preference'],"[0, 0, 0, 1, 0, 0, 0, 0, 0]","{""intents"":[""Discover-Preference""]}"
597-3_utt2_intention,597-3,2,"agent_2: How about I take 3 firewood, 2 food, and 0 water?",No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",['Describe-Need'],"[0, 0, 1, 0, 0, 0, 0, 0, 0]","{""intents"":[""Describe-Need""]}"
597-4_utt1_intention,597-4,1,"agent_1: I like that deal, but I feel like you might need at least one water? ☹️ What if instead you take 3 firewood, 2 food and 1 water? And I could take 0 firewood, 1 food and 2 water? I'm okay with fewer items. I don't need much to get by, but I sure need 2 of the 3 waters.",No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]","['Callout-Fairness', 'Describe-Need', 'Promote-Coordination']","[0, 1, 1, 0, 0, 0, 1, 0, 0]","{""intents"":[""Callout-Fairness"",""Describe-Need"",""Promote-Coordination""]}"
597-4_utt2_intention,597-4,2,"agent_2: Are you sure that you want to give me that much? 😮  If you're sure, that would work for me.",Callout-Fairness,"[0, 1, 0, 0, 0, 0, 0, 0, 0]","['Callout-Fairness', 'Promote-Coordination']","[0, 1, 0, 0, 0, 0, 1, 0, 0]","{""intents"":[""Callout-Fairness"",""Promote-Coordination""]}"
597-5_utt1_intention,597-5,1,"agent_1: I don't mind at all. 🙂 Haha. I would take more food, because I love to eat, but I have a stomach that can't take too much when I'm outdoors and camping. Lighter is the way to go. And I don't mind at all giving you the firewood. 🙂",Promote-Coordination,"[0, 0, 0, 0, 0, 0, 1, 0, 0]","['Build-Rapport', 'Describe-Need', 'Discover-Preference']","[1, 0, 1, 1, 0, 0, 0, 0, 0]","{""intents"":[""Build-Rapport"",""Describe-Need"",""Discover-Preference""]}"
598-0_utt1_intention,598-0,1,agent_2: Hello ,No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",['Build-Rapport'],"[1, 0, 0, 0, 0, 0, 0, 0, 0]","{""intents"":[""Build-Rapport""]}"
598-0_utt2_intention,598-0,2,agent_1: Hello! I am excited for my upcoming camping trip. Mostly I will need water. How about you?,"Build-Rapport,Discover-Preference","[1, 0, 0, 1, 0, 0, 0, 0, 0]","['Build-Rapport', 'Describe-Need']","[1, 0, 1, 0, 0, 0, 0, 0, 0]","{""intents"":[""Build-Rapport"",""Describe-Need""]}"
598-1_utt1_intention,598-1,1,agent_2: I would need more firewood for my camping trip. ,No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",['Describe-Need'],"[0, 0, 1, 0, 0, 0, 0, 0, 0]","{""intents"":[""Describe-Need""]}"
598-1_utt2_intention,598-1,2,"agent_1: That is good to know. Firewood Isn't very important to me, so you are welcome to all of that if you need it. ",No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",['No-Intention'],"[0, 0, 0, 0, 1, 0, 0, 0, 0]","{""intents"":[""No-Intention""]}"
598-2_utt1_intention,598-2,1,agent_2: It's nice to know the firewood is not important to your camping trip. I'm glad I can have all the firewood to myself. How do we get to share the other resources. ,Promote-Coordination,"[0, 0, 0, 0, 0, 0, 1, 0, 0]","['Build-Rapport', 'Promote-Coordination']","[1, 0, 0, 0, 0, 0, 1, 0, 0]","{""intents"":[""Build-Rapport"",""Promote-Coordination""]}"
598-2_utt2_intention,598-2,2,"agent_1: Actually, I think I may need more food than water. How about I take the food and we can split the water. You may have 2 waters, if you need them.",Promote-Coordination,"[0, 0, 0, 0, 0, 0, 1, 0, 0]","['Describe-Need', 'Promote-Coordination']","[0, 0, 1, 0, 0, 0, 1, 0, 0]","{""intents"":[""Describe-Need"",""Promote-Coordination""]}"
598-3_utt1_intention,598-3,1,agent_2: Sure then. You can take all the food. It's not really a priority to me. ,No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",['No-Intention'],"[0, 0, 0, 0, 1, 0, 0, 0, 0]","{""intents"":[""No-Intention""]}"
598-3_utt2_intention,598-3,2,"agent_1: Great. So if I have three food and one water, you can have three firewood and two water. Would that work for your trip?",No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",['Promote-Coordination'],"[0, 0, 0, 0, 0, 0, 1, 0, 0]","{""intents"":[""Promote-Coordination""]}"
598-4_utt1_intention,598-4,1,agent_2: That's perfect for my camping trip. ,No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",['Promote-Coordination'],"[0, 0, 0, 0, 0, 0, 1, 0, 0]","{""intents"":[""Promote-Coordination""]}"
598-4_utt2_intention,598-4,2,agent_1: Great! Let's make a deal!,No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",['Promote-Coordination'],"[0, 0, 0, 0, 0, 0, 1, 0, 0]","{""intents"":[""Promote-Coordination""]}"
599-0_utt1_intention,599-0,1,agent_1: Will you give me 2 packages of food and i give you 1 package of water?,Promote-Coordination,"[0, 0, 0, 0, 0, 0, 1, 0, 0]",['Describe-Need'],"[0, 0, 1, 0, 0, 0, 0, 0, 0]","{""intents"":[""Describe-Need""]}"
599-0_utt2_intention,599-0,2,agent_2: Hello! I can give you 2 packages of food of you give me 3 packages of water,Promote-Coordination,"[0, 0, 0, 0, 0, 0, 1, 0, 0]",['Describe-Need'],"[0, 0, 1, 0, 0, 0, 0, 0, 0]","{""intents"":[""Describe-Need""]}"
599-1_utt1_intention,599-1,1,agent_1: Let me give you 2 packages of water for 3 packages of food.,Promote-Coordination,"[0, 0, 0, 0, 0, 0, 1, 0, 0]",['Promote-Coordination'],"[0, 0, 0, 0, 0, 0, 1, 0, 0]","{""intents"":[""Promote-Coordination""]}"
599-1_utt2_intention,599-1,2,"agent_2: well, food is more valuable for me. what is your preference?",Discover-Preference,"[0, 0, 0, 1, 0, 0, 0, 0, 0]",['Discover-Preference'],"[0, 0, 0, 1, 0, 0, 0, 0, 0]","{""intents"":[""Discover-Preference""]}"
599-2_utt1_intention,599-2,1,agent_1: Looks like we both have a high value for food. I will give you 3 packages of water and you give me 3 packages of food.,No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]","['Discover-Preference', 'Promote-Coordination']","[0, 0, 0, 1, 0, 0, 1, 0, 0]","{""intents"":[""Discover-Preference"",""Promote-Coordination""]}"
599-2_utt2_intention,599-2,2,agent_2: What is your least preference?,Discover-Preference,"[0, 0, 0, 1, 0, 0, 0, 0, 0]",['Discover-Preference'],"[0, 0, 0, 1, 0, 0, 0, 0, 0]","{""intents"":[""Discover-Preference""]}"
599-3_utt1_intention,599-3,1,agent_1: My least preference is water.,No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",['Discover-Preference'],"[0, 0, 0, 1, 0, 0, 0, 0, 0]","{""intents"":[""Discover-Preference""]}"
599-3_utt2_intention,599-3,2,agent_2: I prefer water than firewood since we like cold and won't probably need it much,Describe-Need,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",['Discover-Preference'],"[0, 0, 0, 1, 0, 0, 0, 0, 0]","{""intents"":[""Discover-Preference""]}"
599-4_utt1_intention,599-4,1,"agent_1: Ok, let me then give you 2 packages of firewood and 2 packages of water and you give me 2 packages of food. What about that?",No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",['Promote-Coordination'],"[0, 0, 0, 0, 0, 0, 1, 0, 0]","{""intents"":[""Promote-Coordination""]}"
599-4_utt2_intention,599-4,2,"agent_2: So I get 1 food, 2 water and 2 firewood?",No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",['Discover-Preference'],"[0, 0, 0, 1, 0, 0, 0, 0, 0]","{""intents"":[""Discover-Preference""]}"
599-5_utt1_intention,599-5,1,agent_1: What is your take?,No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",['Discover-Preference'],"[0, 0, 0, 1, 0, 0, 0, 0, 0]","{""intents"":[""Discover-Preference""]}"
599-5_utt2_intention,599-5,2,"agent_2: And you will get 2 food, 1 water and 1 firewood? I think it is a great deal since food is hard to find in the camp site. I don't think you want to go hunting🙂",Callout-Fairness,"[0, 1, 0, 0, 0, 0, 0, 0, 0]","['Callout-Fairness', 'Promote-Coordination']","[0, 1, 0, 0, 0, 0, 1, 0, 0]","{""intents"":[""Callout-Fairness"",""Promote-Coordination""]}"
599-6_utt1_intention,599-6,1,"agent_1: 🙂🙂 Sure, seems like we have a deal?",No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",['Promote-Coordination'],"[0, 0, 0, 0, 0, 0, 1, 0, 0]","{""intents"":[""Promote-Coordination""]}"
599-6_utt2_intention,599-6,2,"agent_2: sounds good, my friend",No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]","['Build-Rapport', 'Promote-Coordination']","[1, 0, 0, 0, 0, 0, 1, 0, 0]","{""intents"":[""Build-Rapport"",""Promote-Coordination""]}"
600-0_utt1_intention,600-0,1,"agent_1: Hello, I'd like to bring three packages of firewood because I'll be making tons of BBQ for the camping trip.",Describe-Need,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",['Describe-Need'],"[0, 0, 1, 0, 0, 0, 0, 0, 0]","{""intents"":[""Describe-Need""]}"
600-0_utt2_intention,600-0,2,agent_2: Can I get 3 packages of food?,No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",['Describe-Need'],"[0, 0, 1, 0, 0, 0, 0, 0, 0]","{""intents"":[""Describe-Need""]}"
600-1_utt1_intention,600-1,1,agent_1: What do you need it for?,Discover-Preference,"[0, 0, 0, 1, 0, 0, 0, 0, 0]",['Discover-Preference'],"[0, 0, 0, 1, 0, 0, 0, 0, 0]","{""intents"":[""Discover-Preference""]}"
600-1_utt2_intention,600-1,2,agent_2: I would like some extra food in case I get hungry.,Describe-Need,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",['Describe-Need'],"[0, 0, 1, 0, 0, 0, 0, 0, 0]","{""intents"":[""Describe-Need""]}"
600-2_utt1_intention,600-2,1,"agent_1: Okay that sounds ok, I can do without the food. I also need two packages of water because it will be very hot out.",Describe-Need,"[0, 0, 1, 0, 0, 0, 0, 0, 0]","['Describe-Need', 'No-Need']","[0, 0, 1, 0, 0, 1, 0, 0, 0]","{""intents"":[""Describe-Need"",""No-Need""]}"
600-2_utt2_intention,600-2,2,"agent_2: I can give you 2 packages of water.  I think there is plenty of water, so I do not need extra water.🙂",No-Need,"[0, 0, 0, 0, 0, 1, 0, 0, 0]",['No-Need'],"[0, 0, 0, 0, 0, 1, 0, 0, 0]","{""intents"":[""No-Need""]}"
600-3_utt1_intention,600-3,1,agent_1: What are you going to use your water for?  And thank you.,Discover-Preference,"[0, 0, 0, 1, 0, 0, 0, 0, 0]",['Discover-Preference'],"[0, 0, 0, 1, 0, 0, 0, 0, 0]","{""intents"":[""Discover-Preference""]}"
600-3_utt2_intention,600-3,2,agent_2: In case I do no feel like going to other places to get water.  It would be nice to have extra water.,Describe-Need,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",['Describe-Need'],"[0, 0, 1, 0, 0, 0, 0, 0, 0]","{""intents"":[""Describe-Need""]}"
600-4_utt1_intention,600-4,1,"agent_1: I see, and do you have a way to bring the water with you?",Undermine-Requirements,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",['Discover-Preference'],"[0, 0, 0, 1, 0, 0, 0, 0, 0]","{""intents"":[""Discover-Preference""]}"
600-4_utt2_intention,600-4,2,agent_2: I'll probably just put the water in one of my bags.,No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",['No-Intention'],"[0, 0, 0, 0, 1, 0, 0, 0, 0]","{""intents"":[""No-Intention""]}"
601-0_utt1_intention,601-0,1,agent_2: Looking forward to this camping trip!  I am hoping we can find something amicable with these additional resources.,"Build-Rapport,Promote-Coordination","[1, 0, 0, 0, 0, 0, 1, 0, 0]","['Build-Rapport', 'Promote-Coordination']","[1, 0, 0, 0, 0, 0, 1, 0, 0]","{""intents"":[""Build-Rapport"",""Promote-Coordination""]}"
601-0_utt2_intention,601-0,2,agent_1: I'm excited too 🙂. Things have been stressful lately. What are some things that you value most?,"Build-Rapport,Discover-Preference","[1, 0, 0, 1, 0, 0, 0, 0, 0]","['Build-Rapport', 'Show-Empathy', 'Discover-Preference']","[1, 0, 0, 1, 0, 0, 0, 1, 0]","{""intents"":[""Build-Rapport"",""Show-Empathy"",""Discover-Preference""]}"
601-1_utt1_intention,601-1,1,agent_2: It's supposed to be chilly where we are heading and I could really use some extra firewood.  🙂  What about you?,"Describe-Need,Discover-Preference","[0, 0, 1, 1, 0, 0, 0, 0, 0]","['Describe-Need', 'Discover-Preference']","[0, 0, 1, 1, 0, 0, 0, 0, 0]","{""intents"":[""Describe-Need"",""Discover-Preference""]}"
601-1_utt2_intention,601-1,2,agent_1: I really need food and firewood. Could you do 3 firewood and 3 food packages? My son has a problem with poor sugar levels which cause him to convulse when cold and doesn't eat enough food.,Describe-Need,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",['Describe-Need'],"[0, 0, 1, 0, 0, 0, 0, 0, 0]","{""intents"":[""Describe-Need""]}"
601-2_utt1_intention,601-2,1,"agent_2: Unfortunately, we have some dietary restrictions of our own with my youngest and her Type 2 diabetes.  The firewood is pretty crucial to our plans, though I might have some wiggle room on the food.","Describe-Need,Promote-Coordination","[0, 0, 1, 0, 0, 0, 1, 0, 0]","['Describe-Need', 'Undermine-Requirements']","[0, 0, 1, 0, 0, 0, 0, 0, 1]","{""intents"":[""Describe-Need"",""Undermine-Requirements""]}"
601-2_utt2_intention,601-2,2,agent_1: I might need to walk away.,No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",['Undermine-Requirements'],"[0, 0, 0, 0, 0, 0, 0, 0, 1]","{""intents"":[""Undermine-Requirements""]}"
601-3_utt1_intention,601-3,1,agent_2: That seems like a pretty extreme move.  Supply and demand is always an issue. What do you plan to offer by way of a compromise?,"Build-Rapport,Promote-Coordination","[1, 0, 0, 0, 0, 0, 1, 0, 0]","['Callout-Fairness', 'Promote-Coordination']","[0, 1, 0, 0, 0, 0, 1, 0, 0]","{""intents"":[""Callout-Fairness"",""Promote-Coordination""]}"
601-3_utt2_intention,601-3,2,"agent_1: If you give me 3 firewood, I'll give you 2 firewood and we can split the water. That's about where I'm at. ",Promote-Coordination,"[0, 0, 0, 0, 0, 0, 1, 0, 0]","['Describe-Need', 'Promote-Coordination']","[0, 0, 1, 0, 0, 0, 1, 0, 0]","{""intents"":[""Describe-Need"",""Promote-Coordination""]}"
601-4_utt1_intention,601-4,1,"agent_2: I don't think we can split three firewood into five unless it was a typo?   I could give you 1 firewood, 2 food since I know how crucial this is for your family, and 2 water.  That leaves me with 2 firewood, 1 food, and 1 water.",Promote-Coordination,"[0, 0, 0, 0, 0, 0, 1, 0, 0]","['Describe-Need', 'Promote-Coordination']","[0, 0, 1, 0, 0, 0, 1, 0, 0]","{""intents"":[""Describe-Need"",""Promote-Coordination""]}"
601-4_utt2_intention,601-4,2,agent_1: That's a deal.,No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",['Promote-Coordination'],"[0, 0, 0, 0, 0, 0, 1, 0, 0]","{""intents"":[""Promote-Coordination""]}"
602-0_utt1_intention,602-0,1,agent_1: Hi! Are you excited to go camping?,Build-Rapport,"[1, 0, 0, 0, 0, 0, 0, 0, 0]","['Build-Rapport', 'Discover-Preference']","[1, 0, 0, 1, 0, 0, 0, 0, 0]","{""intents"":[""Build-Rapport"",""Discover-Preference""]}"
602-0_utt2_intention,602-0,2,agent_2: absolutely! the kids are absolutely looking forward to it. It's their first time,Build-Rapport,"[1, 0, 0, 0, 0, 0, 0, 0, 0]","['Build-Rapport', 'Discover-Preference']","[1, 0, 0, 1, 0, 0, 0, 0, 0]","{""intents"":[""Build-Rapport"",""Discover-Preference""]}"
602-1_utt1_intention,602-1,1,agent_1: Yeah! we are going hiking after we unpack. We need a lot of water...,Describe-Need,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",['Describe-Need'],"[0, 0, 1, 0, 0, 0, 0, 0, 0]","{""intents"":[""Describe-Need""]}"
602-1_utt2_intention,602-1,2,agent_2: So do we. My kids are on meds so they need a lot of water and food,Describe-Need,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",['Describe-Need'],"[0, 0, 1, 0, 0, 0, 0, 0, 0]","{""intents"":[""Describe-Need""]}"
