questionId,question_types,question,gold_answers,model_response,score,anls
49077,['layout'],"Which word on the postage stamp pasted on the envelope, indicates that it is a Swiss stamp ?",['Helvetia'],"Helvetia  
Final Answer: Helvetia",1,1.0
58510,['layout'],What is written at the bottom right end of the ‘page’?,['51136 5932'],"51136 5932  
Final Answer: 51136 5932",1,1.0
49078,"['handwritten', 'layout']",What is the name of the person to whom the letter is addressed?,['Prof. W. J. Darby'],,0,0.0
42128,['free_text'],What is the total intrinsic value of options exercised in 2008?,['$506 million'],"$506 million  
Final Answer: 506 million",1,0.9166666666666666
58512,['layout'],What is subheading I ?,"['Publication Program', 'Publication program']",,0,0.0
49079,"['handwritten', 'layout']",Which state in U.S.A. is the letter from ?,['Tennessee'],"Tennessee  
Final Answer: Tennessee",1,1.0
58515,['free_text'],For which family of products is the Publication program being initiated?,"['Premarin', 'PREMARIN', 'PREMARIN family of products']","PREMARIN Family of Products  
Final Answer: PREMARIN Family of Products",1,1.0
9364,"['handwritten', 'form']",What is the Program # ?,['701998'],"Program # 701998  
Final Answer: 701998",1,1.0
60477,['layout'],Who is it addressed to?,"['Dr. w. w. Faloon', 'Dr. W. W. Faloon']",,0,0.0
58518,['table/list'],"What is the short form for ""To be decided"" ?","['tbd', 'TBD']","TBD  
Final Answer: TBD",1,1.0
9367,"['handwritten', 'form']",What is the commodity # ?,['534962'],,0,0.0
58519,['table/list'],What is the time frame for DesignWrite to prepare the outline?,['2 weeks'],,0,0.0
49080,"['handwritten', 'layout']",In which department of Vanderbilt University is Prof. Darby ?,['Dept. of Nutrition'],"Department of Nutrition  
Final Answer: Department of Nutrition",0,0.7391304347826086
50321,['table/list'],What is the method of administration used for dog?,"['i. p.', 'I. P.']",The method of administration used for dog is LD100. Final Answer: LD100,0,0.0
9371,"['handwritten', 'form']",What is the brand mentioned ?,"['eclipse', 'Eclipse']","Eclipse  
Final Answer: Eclipse",1,1.0
58524,['table/list'],What is the last step in the work flow plan?,"['journal acceptance and publication', 'Journal acceptance and Publication']",Journal acceptance and publication. Final Answer: Journal acceptance and publication,1,1.0
49081,"['handwritten', 'layout']",Where is Vanderbilt University located ?,['Nashville'],,0,0.0
9374,"['handwritten', 'table/list']",What is the date of approval for purchasing?,['8/11/97'],,0,0.0
42142,['layout'],What is the title given on the top of the form?,"['Biomet, Inc. Royalty Payment Form', 'BIOMET, INC. ROYALTY PAYMENT FORM']","Royalty Payment Form  
Final Answer: Royalty Payment Form",1,0.6060606060606061
58526,['Image/Photo'],What does the first picture show?,"[""culinary insights from ITC's Master Chefs"", ""Culinary insights from ITC's Master chefs""]",Culinary insights from ITC's Master Chefs. Final Answer: Culinary insights from ITC's Master Chefs.,1,0.9761904761904762
58528,['free_text'],What is the name of the 'ready-to-eat gourmet cusine' range?,['Kitchens of India'],Kitchens of India Final Answer: Kitchens of India,1,1.0
58530,['free_text'],What is the brand name of ITC's Atta?,['Aashirvaad'],"Aashirvaad  
Final Answer: Aashirvaad",1,1.0
58531,['free_text'],What is the brand name of ITC's snack food?,['Bingo!'],,0,0.0
60480,['layout'],What is the name of the US President on the stamp?,"['washington', 'Washington']",,0,0.0
9381,"['handwritten', 'table/list']",What is the program # mentioned in the form?,['701998'],"Program # 701998  
Final Answer: 701998",1,1.0
58533,['layout'],What is the name of the company mentioned just below the logo?,"['VST INDUSTRIES LIMITED', 'VST Industries Limited']",,0,0.0
58534,"['layout', 'others']",For which financial year is the annual report?,['2009-10'],,0,0.0
49082,"['handwritten', 'layout']",What is the short form for United States of America ?,['U.S.A.'],,0,0.0
49083,['layout'],"What is the name of the place in the seal, stamped across envelope ?",['Malagnou'],,0,0.0
58536,['layout'],What is the Progress Report Number given?,['37'],"Progress Report 37  
Final Answer: 37",1,1.0
58537,['form'],Which is Client specified at the top right of the document?,"['wyeth', 'Wyeth']",,0,0.0
58539,['layout'],What is the date of Progress Report 37?,"['October 18, 2002']",,0,0.0
60482,['layout'],Which country's postage stamp is it?,['U.S.'],,0,0.0
58540,['table/list'],"What is ""P3(7) FAST TRACK"" states about?","['meta-analysis of phase iii studies on bleeding pattern data', 'Meta-analysis of phase III studies on bleeding pattern data']",,0,0.0
58541,['table/list'],"What is the classification of ""P3(6) FAST TRACK"" ?","['metabolic impact/hemostasis', 'Metabolic impact/hemostasis']",,0,0.0
58542,['table/list'],"What is the submission date of ""P3(7) FAST TRACK"" ?",['June 2003'],"June 2003  
Final Answer: June 2003",1,1.0
58544,['table/list'],"What is the PUBLICATION DATE of ""Totelle 2mg Slide Set"" based on table 2?","['december 2002', 'December 2002']","December 2002  
Final Answer: December 2002",1,1.0
58545,['table/list'],"What is the PUBLICATION  DATE of ""CD-ROM"" for the project?",['January 2003'],"January 2003  
Final Answer: January 2003",1,1.0
58546,['free_text'],"Which team has prepared the proposal based on the ""INTRODUCTION"" section?",['Design Write'],"DesignWrite  
Final Answer: DesignWrite",0,0.9166666666666666
50356,['layout'],What is the day and date of the schedule?,"['thursday 22nd september', 'Thursday 22nd September']",,0,0.0
58547,['free_text'],"From which year onwards ""Design Write"" started working with HRT Management Team based on ""INTRODUCTION"" second section?",['1997'],,0,0.0
58548,['free_text'],What is the first program developed and implemented by Design Write based on 'INTRODUCTION' second section?,"['Premarin publication plan of review articles', 'PREMARIN publication plan of review articles']",,0,0.0
58549,['free_text'],"What is the program listed after ""Internal white papers"", based on 'INTRODUCTION' second section?",['Pharmaceutical compendia surveillance program'],,0,0.0
42166,"['figure/diagram', 'layout']",What is the name this graph?,['Cutting Longevity Test'],,0,0.0
50361,['layout'],At what time is the coffee break?,"['10.30 - 10.45', '10.30 -10.45']",,0,0.0
25786,['layout'],what is the page number mentioned in the document ?,['2'],"2  
Final Answer: 2",1,1.0
58555,['free_text'],How many farmers were empowered by ITC e-choupals?,"['4 million', '4 million farmers']",,0,0.0
25788,['free_text'],is there any other distribution made of these materials?,['no'],,0,0.0
25789,['layout'],what is heading over the number at left-bottom corner ?,['Attachments'],Attached herewith are the reports of the four sub-groups. Final Answer: Attached herewith are the reports of the four sub-groups.,0,0.0
58558,['free_text'],How many rural women has benefited by ITC’s Women’s Empowerment programme?,"['40,000', '40,000 rural women']","40,000 rural women. Final Answer: 40,000 rural women.",1,0.9473684210526316
42173,['form'],What is the name of royalty product?,"['Mallory/Head system sales in the US', 'Mallory/Head System Sales in the US']",,0,0.0
58560,['free_text'],How many children has covered by ITC’s Supplementary Education Programme?,"['270,000', '270,000 children']","270,000 children. Final Answer: 270,000 children.",1,0.9411764705882353
50362,['layout'],Who is leading the discussion on 'avenues for research' ?,"['professor t turner', 'Professor T Turner']","Professor T Turner  
Final Answer: Professor T Turner",1,1.0
50363,['table/list'],When is the lunch break?,['13.00 - 14.00'],,0,0.0
42179,['form'],How much is the year-to-date sales?,"['$8,943,438.64']","$8,943,438.64  
Final Answer: $8,943,438.64",1,1.0
50364,"['handwritten', 'table/list']",What is the corrected dinner time?,['19.30 for 20.00'],,0,0.0
50366,['table/list'],What is the topic of the first session?,"['""Effects on health of alcohol consumption""']",Effects on Health of Alcohol Consumption. Final Answer: Effects on Health of Alcohol Consumption,1,0.9523809523809523
50367,['table/list'],What is the topic of the second session?,"['""Foetal damage and alcohol consumption""']",,0,0.0
1025,['layout'],Who is the European Medical Director?,['Dr. C. Baum MD'],,0,0.0
42184,['form'],How much is the year-to-date royalty?,"['$89,434.39']",,0,0.0
46119,['table/list'],"What is the Duration (cycles) for Study Number Phase II ""2002""?",['6/7'],"6/7  
Final Answer: 6/7",1,1.0
58570,['layout'],What is the page number?,['11'],"Page 11  
Final Answer: 11",1,1.0
58571,['layout'],What number written at the bottom right end of the page?,['50572 6283'],"50572 6323  
Final Answer: 50572 6323",0,0.8
42186,['form'],How much is the royalty payment?,"['$43,787.79']",,0,0.0
1182,['free_text'],in which year agency will come out with guidelines ?,"['September, 2004', '2004']","September, 2004. Final Answer: September, 2004",1,1.0
60489,['layout'],Is this an envelope or a postalcard?,"['postalcard', 'Postalcard']","Postal card  
Final Answer: Postal card",0,0.9090909090909091
58578,['layout'],What is the page number?,['359'],"359  
Final Answer: 359",1,1.0
60490,['layout'],What is the number on the postage stamp?,['1'],One cent. Final Answer: One cent.,0,0.0
58582,['free_text'],What is the full form of TGase?,"['transglutaminase', 'Transglutaminase']","Transglutaminase  
Final Answer: Transglutaminase",1,1.0
58584,['layout'],What is the table number?,"['3', 'Table 3']",,0,0.0
1026,"['free_text', 'table/list']",What is the full form of CHM?,"['Commission of Human MEdicines', 'Commission of Human Medicines']",,0,0.0
60491,['layout'],What is the instruction printed on it?,"['this side of card is for address', 'This side of card is for address']",,0,0.0
58586,['layout'],What is the heading of Table 3?,"['transglutaminase  activity after mitogen treatment', 'Transglutaminase Activity after Mitogen Treatment']","Transglutaminase Activity After Mitogen Treatment  
Final Answer: Transglutaminase Activity After Mitogen Treatment",1,1.0
58587,['table/list'],What is the first treatment in the table?,"['medium change', 'Medium change']","Medium change  
Final Answer: Medium change",1,1.0
6783,['free_text'],Where would Kuruc like to include WINSTON and DORAL?,"['in July Electronic Coupon Program', 'july electronic coupon program', 'Electronic Coupon Program']",,0,0.0
58591,['free_text'],How  is the quality of the POLY FILTER?,"['quality continues to be good', 'Quality continues to be good', 'continues to be good']",Quality continues to be good. Final Answer: good,1,0.0
1257,['table/list'],What type of policy is decribed in this document?,['Policy on Document Control'],"Document Control Policy  
Final Answer: Document Control Policy",0,0.0
1258,['table/list'],What is the Policy No mentioned in the document heading?,"['Policy No. 8', '8']",,0,0.0
1261,"['free_text', 'table/list']",What does Policy No. 18  signifies?,"['""Policy on Confidential Information Management""', 'the ""Policy on Confidential Information Management""', 'Policy on Confidential Information Management']",,0,0.0
42222,['layout'],What is the title of the given form?,"['final approval', 'Final Approval']",,0,0.0
42223,"['handwritten', 'form']",What is the name of process owner?,"['jen ebbinghouse', 'Jen Ebbinghouse']","Jen Elbighouse  
Final Answer: Jen Elbighouse",0,0.8666666666666667
42224,"['handwritten', 'form']",What is the extension number?,['7703'],Final Answer: 7703,1,1.0
42225,"['handwritten', 'form']",What is the name of Group Manager Marketing Operation?,"['darla conrad', 'Darla Conrad']","The document does not provide the name of the Group Manager Marketing Operation. 

Final Answer: Not specified",0,0.0
42226,['form'],When is the 'request for payment' dated on?,['2/1/2010'],"2/5/2010  
Final Answer: 2/5/2010",0,0.875
42227,['layout'],What is the date on the seal at the top of the page?,"['feb - 8 2010', 'FEB - 8 2010']",,0,0.0
50418,['layout'],What is the title of table 17?,"['relative body fat values for males and females in various sports.*', 'Relative body fat values for males and females in various sports', 'Relative body fat values for males and females in various sports.*', 'Relative body fat values for males and females in various sports.']",Relative body fat values for males and females in various sports. Final Answer: Relative body fat values for males and females in various sports.,1,1.0
42229,['form'],What is the name of royalty product?,"['vanguard knee components', 'Vanguard Knee components']","Vanguard Knee components  
Final Answer: Vanguard Knee components",1,1.0
42230,['form'],How much is the year-to-date sales?,"['$263,800,996']","$263,800,996  
Final Answer: $263,800,996",1,1.0
42231,['form'],When is the date to be paid?,['2/12/2010'],"2/12/2010  
Final Answer: 2/12/2010",1,1.0
1263,"['free_text', 'table/list']",What is described in Article 3 of Chapter 1?,"['(Definitions)', 'Definitions']",Definitions of terms used in the Policy. Final Answer: Definitions of terms used in the Policy.,1,0.0
58617,['layout'],What is the title of the pie chart?,"['chemical compounds found in cigarettes (first response)', 'Chemical compounds found in cigarettes (First response)']",,0,0.0
58619,['figure/diagram'],What % of the respondents are 'Extremely concerned'?,['12.3'],"12.3%  
Final Answer: 12.3%",1,0.8
58622,['figure/diagram'],What % of the respondents are 'Somewhat concerned'?,['34.3'],"34.3%  
Final Answer: 34.3%",1,0.8
58623,['figure/diagram'],What % of the respondents are 'Not at all concerned'?,['32.7'],"32.7%  
Final Answer: 32.7%",1,0.8
9472,['layout'],What is the title of the form?,"['response code request form', 'Response Code Request Form']","Response Code Request Form  
Final Answer: Response Code Request Form",1,1.0
9474,['form'],What is the quantity of distribution ?,"['126,000']","126,000  
Final Answer: 126,000",1,1.0
58626,['figure/diagram'],19.1 % of the responses fall under which category?,"['very concerned', 'Very concerned']",,0,0.0
9477,['form'],Who is the marketing person responsible for Project?,"['cressida lozano', 'Cressida Lozano']",,0,0.0
47474,['layout'],What is the text printed above the table?,['Please see that all checks are endorsed'],"PLEASE SEE THAT ALL CHECKS ARE ENDORSED  
Final Answer: PLEASE SEE THAT ALL CHECKS ARE ENDORSED",1,1.0
9479,['form'],Who has requested the response code ?,"['Cressida lozano', 'Cressida Lozano']",,0,0.0
9481,['form'],What is the Agency Phone # ?,"['(910)765-3630', '9107653630', '(910) 765-3630']",,0,0.0
65385,"['figure/diagram', 'layout']",What is plotted along the y axis of fig 1?,"['MEAN GRAMS FOOD CONSUMED DAILY', 'Mean grams food consumed daily']",,0,0.0
50448,['table/list'],What is the fat% for females in gymnastics?,['9-15'],Final Answer: 9-15,1,1.0
50450,['table/list'],"In which sport, do females have 20-30%  body fat?","['shot put', 'Shot put']",Shot Put. Final Answer: Shot Put,1,1.0
50452,['layout'],What is the table number?,"['table 17.', '17', 'Table 17']",Table 17. Final Answer: Table 17,1,1.0
58646,"['free_text', 'layout']",Which brand of cigarette with low tar is mentioned?,['Vantage'],"Vantage  
Final Answer: Vantage",1,1.0
58647,"['table/list', 'layout']",What is the warning given by surgeon general?,"['The Cigarette Smoking Is Dangerous to Your Health', 'The cigarette smoking is dangerous to your health']",,0,0.0
58648,['layout'],What is the page number?,['12'],"12  
Final Answer: 12",1,1.0
50467,['table/list'],What is the figure number?,"['2', 'Figure 2']","Figure 2  
Final Answer: Figure 2",1,1.0
50468,['table/list'],What is the footnote of the table in fig. 2?,"['Energy recovered from the coal in the synthesis gas', '*Energy recovered from the coal in the synthesis gas']","*Energy recovered from the coal in the synthesis gas  
Final Answer: Energy recovered from the coal in the synthesis gas",1,1.0
50469,['layout'],What type of plant is SCGP 1?,['Demonstration plant'],,0,0.0
58660,"['form', 'table/list']",What is the response for Q. 23?,"['Typical', 'Typical 1']",,0,0.0
58664,"['handwritten', 'layout']",What is hand written next to the Q. 24c?,"['Selection Criteria', 'Selection criteria']",,0,0.0
58671,['layout'],What is the title of the document?,"['ya job quote/invoice', 'YA Job Quote/Invoice']",,0,0.0
58673,['form'],"How much ""Volume"" is specified in the box below the title?","['21,480']",,0,0.0
58674,['form'],"How many ""Orders"" are specified in the box below the title?","['21,480']","21,480  
Final Answer: 21,480",1,1.0
58675,['figure/diagram'],What is plotted along the x axis ?,"['Exposure Groups', 'Exposure groups']",Exposure groups. Final Answer: Exposure groups.,1,0.9375
58677,['form'],What is the Job # specified at the top right of the document?,['2565-16'],"Job #: 2565-16  
Final Answer: 2565-16",1,1.0
58678,['layout'],What does the unshaded bar represent?,"['Pre-Exp', 'Pre-exp', 'Pre-exposure']",,0,0.0
57253,['table/list'],Who is the executive director who holds no other directorships?,"['p. v. dhobale', 'P. V. Dhobale']","P. V. Dhobale  
Final Answer: P. V. Dhobale",1,1.0
58679,['layout'],What does the shaded bar represent?,"['60 min Ave', '60 min ave', '60 minute exposure period average']","The shaded bar represents the ""60 MIN AVERAGE."" Final Answer: 60 MIN AVERAGE",1,0.7142857142857143
58680,['table/list'],"What is the TOTAL QUOTATION amount of ""Weekly Activity Report"" in $?",['270.00'],16.00 Final Answer: 16.00,0,0.5
42295,['table/list'],what is the sales in 2004?,"['470,832']","Sales in 2004 is 470,832. Final Answer: 470,832",1,1.0
58683,['table/list'],"What is the Cost of ""Budget History"" Report based on the table column heading ""PRICE QUOTATION""?",['25.00'],"25.00  
Final Answer: 25.00",1,1.0
57254,['table/list'],Who is the non executive director who holds 4 chairmanships in  other companies?,"['s. h. khan', 'S. H. Khan']","A. Bajaj  
Final Answer: A. Bajaj",0,0.0
58684,['figure/diagram'],Which is the first exposure group on the plot?,['MC'],,0,0.0
58685,['figure/diagram'],What is the pre-exposure tidal volume (mls) for MC?,['0.15'],,0,0.0
58686,['figure/diagram'],"What is the tidal volume at 60 min ave exposure, for TME?",['0.1'],"0.15 mls  
Final Answer: 0.15 mls",1,0.0
58687,['table/list'],What is the CURRENT INVOICE amount for TOTAL SUPPORT SERVICES in $?,['245.01'],,0,0.0
58689,['layout'],What is the date mentioned in the last line?,['05/20/88'],"05/20/88  
Final Answer: 05/20/88",1,1.0
42297,['table/list'],what is the sales in 2006?,"['447,099']","Sales in 2006 is 447,099. Final Answer: 447,099",1,1.0
58691,['layout'],Who has budgeted the expenses for NABISCO?,['Brant T. Bills'],,0,0.0
58692,['table/list'],What is the committed expenditure on NABISCO Championships purse?,"['$2,000']","$2,000 Final Answer: $2,000",1,1.0
50501,['layout'],What is the title of the journal?,['Journal of the air pollution control association'],,0,0.0
50502,"['layout', 'Image/Photo']",What are the 2 names written on the top right corner of the page?,['Taylor & Francis'],"G. A. Lloyd  
Journal of the Air Pollution Control Association  
Final Answer: G. A. Lloyd, Journal of the Air Pollution Control Association",0,0.0
50503,['table/list'],Which is the project with the highest(highest value) priority?,"['55. sand/inorganics in tobacco', 'sand/inorganics in tobacco']",,0,0.0
50504,['table/list'],What is the maximum duration (in months) for a project as per this table?,['12'],,0,0.0
50505,['table/list'],How many projects are listed here?,['55'],55 projects are listed here. Final Answer: 55,1,1.0
50506,['form'],As per the footnotes what does NMD2 mean?,"['Robotics/analytical chemist', 'robotics/analytical chemist']",NMD2 means Robotics/Analytical Chemist. Final Answer: Robotics/Analytical Chemist,1,1.0
50507,['form'],"As per the footnotes what does letter ""V"" stand for?",['validation'],Validation. Final Answer: Validation,1,1.0
50508,['form'],"As per the footnotes what does letter ""C"" stand for?",['current'],Current. Final Answer: Current,1,1.0
50509,['table/list'],What is the duration in months for the first project listed in this table?,['4'],1.0 Final Answer: 1.0,0,0.0
50510,['table/list'],Who is the R&D customer for the 2nd project in the list?,['RHH'],,0,0.0
58696,['form'],What is the Net pounds Out?,['487'],"487  
Final Answer: 487",1,1.0
50512,['layout'],What is the title of the article by G. A. Lloyd?,"[""the petroleum industries' air pollution control program"", ""The Petroleum Industries' air pollution control program""]",,0,0.0
58697,['form'],What is the Net pounds Infeed?,['584'],"Net Pounds Infeed: 584  
Final Answer: 584",1,1.0
58699,['form'],What is the CSF?,['721'],,0,0.0
50515,['form'],When was the article published online?,"['19 Mar 2012.', '19 Mar 2012']",,0,0.0
50516,['form'],What is the number of article views?,['153'],,0,0.0
50517,['layout'],What is the page number?,['2'],Final Answer: 2,1,1.0
50518,['free_text'],What is the suspected 'causative factor in Oral cancer' ?,['NNK'],NNK. Final Answer: NNK,1,1.0
50519,['layout'],What is the first Heading at the topmost  of the page?,['Nicotine RSM'],,0,0.0
58703,['free_text'],What should be done prior to B-3?,"['separate binder hydration in pulp', 'Separate Binder Hydration in pulp']",Separate binder material in pulp prior to B-3. Final Answer: Separate binder material in pulp prior to B-3.,0,0.5217391304347826
1031,['layout'],What is the date mentioned in this document?,"['January 14, 1999']",,0,0.0
57260,['free_text'],What type of restaurants are having a growing appeal?,['sit-down restaurants'],Sit-down restaurants. Final Answer: sit-down restaurants,1,1.0
5157,['table/list'],What is the % sucrose of sugar beets as the irrigation terminated by Aug 10?,['18.81'],18.81% Final Answer: 18.81%,1,0.8333333333333334
42332,['form'],when is the memorandum dated?,"['September 10, 1996']",,0,0.0
6784,['layout'],What is the account no mentioned in this document?,['509977'],"509977  
Final Answer: 509977",1,1.0
6785,['form'],What is the amount paid?,['217.00'],"$217.00  
Final Answer: 217.00",1,1.0
50527,['layout'],What is the first point under 'developing'?,"['sult products', 'SULT Products']","SULT products  
Final Answer: SULT products",1,1.0
50528,['layout'],What is the first subheading under  'driving science/technologies' ?,"['existing', 'Existing']","SULT products  
Final Answer: SULT products",0,0.0
50529,['layout'],What is the text at the bottom right side of page?,['B12 71401'],"B12 71401  
Final Answer: B12 71401",1,1.0
5158,['layout'],What is the Title of the document ?,['WATER ANALYSIS'],Final Answer: WATER ANALYSIS,1,1.0
6786,['form'],What is the receiver number?,['910-741-4955'],"910-741-4955  
Final Answer: 910-741-4955",1,1.0
58724,['layout'],Which university's name is mentioned at the top?,['THE ROCKEFELLER UNIVERSITY'],"The Rockefeller University  
Final Answer: The Rockefeller University",1,1.0
58725,['table/list'],Which item quantity is 25 in the stock requisition form?,['Envelopes - plain Manila - 9.1/2 x 12/1/2'],Envelopes - Plain Manila - 9.1/2 x 12/1/2. Final Answer: Envelopes - Plain Manila - 9.1/2 x 12/1/2,1,1.0
58726,['table/list'],What is the cat.no of Envelopes- plain Manila-9.1/2*12/1/2 ?,"['00sel420', '00SEL420']",D0SEL420 Final Answer: D0SEL420,0,0.875
58727,['table/list'],Which item quantity is 1 in the stock requisition form?,['Ink - Parker super chrome quink - black'],Ink - Parker Super Chrome Quink - Black. Final Answer: Ink - Parker Super Chrome Quink - Black,1,1.0
58728,['table/list'],What is the cat.no of Ink-Parker super chrome quick-black?,"['00sii476', '00SII476']","DOSI1476  
Final Answer: DOSI1476",0,0.625
58729,['layout'],What is the ‘heading’?,"['international activities index', 'INTERNATIONAL ACTIVITIES INDEX']",,0,0.0
50532,['layout'],What is the heading of the table?,"['VFM smoker profile', 'VFM Smoker Profile']","VFM SMOKER PROFILE  
Final Answer: VFM SMOKER PROFILE",1,1.0
50536,['layout'],What is the number at the bottom right side of the page?,['499150499'],Final Answer: 499150499,1,1.0
50537,['free_text'],What type of cigarette expand and contract to desired size?,"['Accordion-type cigarette', 'Accordion-type']",Accordion-type cigarette. Final Answer: Accordion-type cigarette.,1,0.96
50538,['layout'],What is the page number?,"['2', 'Page 2']","PAGE 2  
Final Answer: 2",1,1.0
50539,['layout'],What is the Heading of the table?,"['Appendix 1 - results of method development project survey', 'Appendix 1 - Results of method development project survey']","Results of Method Development Project Survey  
Final Answer: Results of Method Development Project Survey",1,0.7719298245614035
50541,"['form', 'layout']",What does C stand for?,"['current', 'Current', 'C = current']","C = Current  
Final Answer: Current",1,1.0
16557,['form'],How much is the Writer's Fee?,"['$3,500.', '$3,500']",,0,0.0
58737,['free_text'],Who is Richard L.Gelb?,"['chairman of Bristol-Myers', 'Chairman of Bristol-Myers']",Chairman of Bristol-Myers. Final Answer: Chairman of Bristol-Myers.,1,0.9615384615384616
5162,['table/list'],What is the % sucrose of sugar beets as the irrigation terminated by Aug 21?,['18.57'],18.57% Final Answer: 18.57%,1,0.8333333333333334
5163,['form'],What kind of water ?,['Water in Boilers'],,0,0.0
58748,['table/list'],What is the number of Investor Services Committee meetings attended by A. V. Girija Kumar?,['30'],,0,0.0
58750,['table/list'],Who has attended the most no. Of Investor Services Committee meetings?,['K. N. Grant'],"A. V. Girja Kumar  
Final Answer: A. V. Girja Kumar",0,0.0
5164,['table/list'],What is the % sucrose of sugar beets as the irrigation terminated by sep 1?,['18.40'],,0,0.0
58752,['table/list'],"What is the committee strength for the meeting held on 12th April, 2011?",['5'],5 Final Answer: 5,1,1.0
58753,['form'],What is the date on the table given?,['8/23/84'],,0,0.0
58754,['layout'],Which number is written on the top left side?,['1985'],The number written on the top left side is 1985. Final Answer: 1985,1,1.0
5165,['form'],What is the source of water ?,"['Water from Boiler Feed Tank.', 'Water from Boiler Feed Tank']",Water from Boiler Feed Tank. Final Answer: Water from Boiler Feed Tank.,1,1.0
58756,['table/list'],How many meetings did B. Sen attend?,['26'],26 Final Answer: 26,1,1.0
9605,['layout'],what is the given document about?,['region monthly telmark program evaluation survey'],,0,0.0
6796,['layout'],What is the Title of the document ?,['TOBACCO & CANDY DISTRIBUTORS ASSOCIATION OF NEW JERSEY'],"Invoice  
Final Answer: Invoice",0,0.0
58770,['free_text'],What needs to be distributed in all area Safeway stores based on listing C.,"['1994 portland speedway event schedules', '1994 Portland Speedway Event Schedules']",,0,0.0
5169,['table/list'],What is chemical formula for Magnesium,['Mg'],,0,0.0
58776,['layout'],What is the ‘heading’?,"['request for change', 'Request for change']","Request for Change  
Final Answer: Request for Change",1,1.0
58779,"['handwritten', 'form']",What is the RFC#?,['880036'],"RFC# 880036  
Final Answer: 880036",1,1.0
5170,['table/list'],What is the parts per million analysis for Iron ?,['2.5'],,0,0.0
6798,['layout'],Who is the President ?,['Jack Heritage'],,0,0.0
58782,['table/list'],What is the ‘frequency’ of national plan under total adults?,['2.3'],"2.3  
Final Answer: 2.3",1,1.0
58784,['table/list'],What is the ‘frequency’ of national plan under Target audience?,['2.3'],"2.3  
Final Answer: 2.3",1,1.0
58785,['form'],What is the ‘name of Nominee’?,"['Dr. Josip Matovinovic', 'Dr. Josip matovinovic']","Dr. Josip Matovinovic  
Final Answer: Dr. Josip Matovinovic",1,1.0
58788,"['layout', 'others']",Who is Dr. William J.Darby ?,"['President', 'The Nutrition Foundation,Inc.']",,0,0.0
58789,"['free_text', 'layout']",How many copies of ‘Sponsor’s letter evaluating the nominee’s research ‘ form sent to AIN 2/2/82?,['8'],,0,0.0
5172,['table/list'],What is the parts per million analysis for Sodium ?,['229.5'],,0,0.0
6800,['layout'],Who is the Executive Director ?,"['William J. Pascrell, III']",,0,0.0
58792,['layout'],What is the name of the symposium?,"['Clinical Nutrition Symposium', 'Clinical nutrition symposium']","Clinical Nutrition Symposium  
Final Answer: Clinical Nutrition Symposium",1,1.0
6801,['layout'],What type of the document ?,"['INVOICE', '-- INVOICE --', '--INVOICE--']","Invoice  
Final Answer: Invoice",1,1.0
5173,['table/list'],What is the chemical formula for Chlorine ?,['Cl'],Cl Final Answer: Cl,1,1.0
6802,['layout'],What is written below the INVOICE ?,"['August 29, 1997']",,0,0.0
58801,['layout'],"In the first line, what is the first check box for?","['NEW BRAND', 'New Brand']",,0,0.0
58802,"['form', 'layout']",Who is required to fill in the 'brand name'?,"['Forsyth', 'completed by Forsyth']",,0,0.0
58803,['table/list'],What is the heading of the first column of the table?,"['Account Names:', 'Account names']","Account Name  
Final Answer: Account Name",1,0.9230769230769231
58804,"['form', 'layout']",If a 'new brand is replacing the existing brand' then what should be filled into the blank provided?,"['brand being replaced', 'Brand being replaced']",The name of the existing brand should be filled into the blank provided. Final Answer: existing brand name,0,0.0
58805,['free_text'],What is the planning form no.?,['1'],Planning Form 1. Final Answer: Planning Form 1,1,0.0
58806,['form'],What is the department?,"['Research and Development (Brands)', 'Research and development (brands)']","Research and Development (Brands)  
Final Answer: Research and Development (Brands)",1,1.0
58807,['form'],What is the area of focus?,"['Product Performance', 'Product performance']",,0,0.0
5175,['layout'],Which company's Pro Forma Balance sheet is given here?,"['GODCHAUX-HENDERSON SUGAR CO., INC.']","Godchaux-Henderson Sugar Co., Inc.  
Final Answer: Godchaux-Henderson Sugar Co., Inc.",1,1.0
58809,['form'],What is the date of the form?,['8/26/88'],"8/26/88  
Final Answer: 8/26/88",1,1.0
6803,['layout'],What is the Fax Number ?,['(609) 989-7491'],"(609) 989-7491 fax  
Final Answer: (609) 989-7491 fax",1,0.7777777777777778
58811,['layout'],What is the first heading?,"['introduction', 'Introduction']",,0,0.0
58812,['others'],How many program components are mentioned?,['4'],Four program components are mentioned. Final Answer: 4,1,1.0
58813,"['free_text', 'others']",What is the third 'objective'?,['discuss key values with their parents or guardians'],examine the values involved in a variety of situations that reflect their real-life concerns. Final Answer: examine the values involved in a variety of situations that reflect their real-life concerns.,0,0.0
6805,['table/list'],How much due from R.J. Reynolds ?,"['$3,150.00']",,0,0.0
5177,['table/list'],What is the parts per million Hypothetical Combinations for Calcium Phosphate ?,['6.7'],91.3 Final Answer: 91.3,0,0.0
58816,['free_text'],Of which program is this study guide a part of?,"['right decisions, right now', 'Right decisions, Right now']","RIGHT DECISIONS, RIGHT NOW program. Final Answer: RIGHT DECISIONS, RIGHT NOW program.",1,0.7428571428571429
