uid,dialogue_id,utt_idx,target_utterance,gold_intent,gold_bitmask,pred_intents,pred_bitmask,raw_response
519-3_utt2_intention,519-3,2,agent_1: Do you need more firewood?  I could compromise there.,"Discover-Preference,Promote-Coordination","[0, 0, 0, 1, 0, 0, 1, 0, 0]","['Promote-Coordination', 'Discover-Preference', 'Show-Empathy']","[0, 0, 0, 1, 0, 0, 1, 1, 0]","{""intents"":[""Promote-Coordination"",""Discover-Preference"",""Show-Empathy""]}"
519-4_utt1_intention,519-4,1,agent_2: How about I get 2 food and 2 firewood? You can get all the water plus 1 food and 1 firewood? ,No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]","['Callout-Fairness', 'Promote-Coordination']","[0, 1, 0, 0, 0, 0, 1, 0, 0]","{""intents"":[""Callout-Fairness"",""Promote-Coordination""]}"
519-4_utt2_intention,519-4,2,agent_1: Yes that sounds fair.  Deal.  ,Callout-Fairness,"[0, 1, 0, 0, 0, 0, 0, 0, 0]","['Callout-Fairness', 'Promote-Coordination']","[0, 1, 0, 0, 0, 0, 1, 0, 0]","{""intents"":[""Callout-Fairness"",""Promote-Coordination""]}"
520-0_utt1_intention,520-0,1,agent_2: Hi! I like to hike so I really need more water. Could I take 2 packages of water and 1 of food and 2 of firewood?,Describe-Need,"[0, 0, 1, 0, 0, 0, 0, 0, 0]","['Describe-Need', 'Promote-Coordination']","[0, 0, 1, 0, 0, 0, 1, 0, 0]","{""intents"":[""Describe-Need"",""Promote-Coordination""]}"
520-0_utt2_intention,520-0,2,"agent_1: I am ok with the water, i just would like one water and one food, but i would appreciate two firewoods, i get cold at night  ",Describe-Need,"[0, 0, 1, 0, 0, 0, 0, 0, 0]","['Describe-Need', 'Discover-Preference', 'Promote-Coordination', 'Show-Empathy']","[0, 0, 1, 1, 0, 0, 1, 1, 0]","{""intents"":[""Describe-Need"",""Discover-Preference"",""Promote-Coordination"",""Show-Empathy""]}"
520-1_utt1_intention,520-1,1,agent_2: We both sound pretty reasonable! So you think you need 2 firewood?,"Callout-Fairness,Promote-Coordination","[0, 1, 0, 0, 0, 0, 1, 0, 0]","['Build-Rapport', 'Callout-Fairness', 'Promote-Coordination']","[1, 1, 0, 0, 0, 0, 1, 0, 0]","{""intents"":[""Build-Rapport"",""Callout-Fairness"",""Promote-Coordination""]}"
520-1_utt2_intention,520-1,2,"agent_1: yes please,  i  dont require much food or water 🙂",No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]","['Describe-Need', 'No-Need', 'Promote-Coordination']","[0, 0, 1, 0, 0, 1, 1, 0, 0]","{""intents"":[""Describe-Need"",""No-Need"",""Promote-Coordination""]}"
520-2_utt1_intention,520-2,1,"agent_2: 🙂  You're being very accommodating! So right now I have 2 food, 2 water and 1 firewood. And you have 1 food, 1 water and 2 firewood, right?",Promote-Coordination,"[0, 0, 0, 0, 0, 0, 1, 0, 0]","['Build-Rapport', 'Promote-Coordination']","[1, 0, 0, 0, 0, 0, 1, 0, 0]","{""intents"":[""Build-Rapport"",""Promote-Coordination""]}"
520-2_utt2_intention,520-2,2,"agent_1: that sounds good to me, if you want to give me another food i would take it but ok if not ",Promote-Coordination,"[0, 0, 0, 0, 0, 0, 1, 0, 0]","['Build-Rapport', 'Discover-Preference', 'Promote-Coordination']","[1, 0, 0, 1, 0, 0, 1, 0, 0]","{""intents"":[""Build-Rapport"",""Discover-Preference"",""Promote-Coordination""]}"
520-3_utt1_intention,520-3,1,agent_2: I wish we could split packages in two!  How about if I give you another food and I keep two firewood?,"Promote-Coordination,Show-Empathy","[0, 0, 0, 0, 0, 0, 1, 1, 0]","['Build-Rapport', 'Promote-Coordination', 'Discover-Preference']","[1, 0, 0, 1, 0, 0, 1, 0, 0]","{""intents"":[""Build-Rapport"",""Promote-Coordination"",""Discover-Preference""]}"
520-3_utt2_intention,520-3,2,"agent_1: that is ok, the original you stated will work, 2 food, 2 water and 1 firewood for you, and 2 firewood, 1 food and 1 water for me , i need to lose weight anyways ",No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]","['Promote-Coordination', 'Show-Empathy']","[0, 0, 0, 0, 0, 0, 1, 1, 0]","{""intents"":[""Promote-Coordination"",""Show-Empathy""]}"
520-4_utt1_intention,520-4,1,"agent_2: Well now that you mention it, I could lose a few pounds 😮",No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]","['Build-Rapport', 'Show-Empathy']","[1, 0, 0, 0, 0, 0, 0, 1, 0]","{""intents"":[""Build-Rapport"",""Show-Empathy""]}"
520-4_utt2_intention,520-4,2,"agent_1: haha but you enjoy hiking, i do not. ",Build-Rapport,"[1, 0, 0, 0, 0, 0, 0, 0, 0]","['Build-Rapport', 'Show-Empathy']","[1, 0, 0, 0, 0, 0, 0, 1, 0]","{""intents"":[""Build-Rapport"",""Show-Empathy""]}"
520-5_utt1_intention,520-5,1,"agent_2: That's true! Okay, 2 let's go with 2 food, 2 water and 1 firewood for me and you can have 1 food, 1 water and 2 firewood. And since we are camping near each other, if you need anything, just ask! 🙂",Build-Rapport,"[1, 0, 0, 0, 0, 0, 0, 0, 0]","['Build-Rapport', 'Promote-Coordination', 'Show-Empathy']","[1, 0, 0, 0, 0, 0, 1, 1, 0]","{""intents"":[""Build-Rapport"",""Promote-Coordination"",""Show-Empathy""]}"
520-5_utt2_intention,520-5,2,agent_1: perfect ,No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]","['Build-Rapport', 'Promote-Coordination']","[1, 0, 0, 0, 0, 0, 1, 0, 0]","{""intents"":[""Build-Rapport"",""Promote-Coordination""]}"
520-6_utt1_intention,520-6,1,agent_2: Do we both submit the deal?  It was nice working with you!,Build-Rapport,"[1, 0, 0, 0, 0, 0, 0, 0, 0]","['Build-Rapport', 'Promote-Coordination']","[1, 0, 0, 0, 0, 0, 1, 0, 0]","{""intents"":[""Build-Rapport"",""Promote-Coordination""]}"
520-6_utt2_intention,520-6,2,agent_1: you too!,Build-Rapport,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",['Build-Rapport'],"[1, 0, 0, 0, 0, 0, 0, 0, 0]","{""intents"":[""Build-Rapport""]}"
521-0_utt1_intention,521-0,1,"agent_1: Howdy! Looking for firewood, water and food--really trying to get 3 packages of each, want to make sure my family has enough supplies for camping. I don't want anyone injured or our vacation cut short.",Describe-Need,"[0, 0, 1, 0, 0, 0, 0, 0, 0]","['Describe-Need', 'Show-Empathy', 'Promote-Coordination']","[0, 0, 1, 0, 0, 0, 1, 1, 0]","{""intents"":[""Describe-Need"",""Show-Empathy"",""Promote-Coordination""]}"
521-0_utt2_intention,521-0,2,agent_2: Ok.  I am looking to have one package of water and on package of food.,No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]","['Describe-Need', 'Discover-Preference']","[0, 0, 1, 1, 0, 0, 0, 0, 0]","{""intents"":[""Describe-Need"",""Discover-Preference""]}"
521-1_utt1_intention,521-1,1,"agent_1: Is there any way you could let us have 3 packages of each? I'm just trying to make sure my family has enough, we don't get to get out in the woods that often. It's really important to us.","Build-Rapport,Describe-Need","[1, 0, 1, 0, 0, 0, 0, 0, 0]","['Describe-Need', 'Show-Empathy', 'Promote-Coordination']","[0, 0, 1, 0, 0, 0, 1, 1, 0]","{""intents"":[""Describe-Need"",""Show-Empathy"",""Promote-Coordination""]}"
521-1_utt2_intention,521-1,2,"agent_2: Well, I need 1 package of each.",No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]","['Describe-Need', 'Discover-Preference']","[0, 0, 1, 1, 0, 0, 0, 0, 0]","{""intents"":[""Describe-Need"",""Discover-Preference""]}"
521-2_utt1_intention,521-2,1,"agent_1: One package of each might be doable--I thought you said you only needed one package of water and food? Can I get 3 packages of firewood at least? That's easily the most important to us, I don't want anyone getting a cold weather injury.","Callout-Fairness,Describe-Need","[0, 1, 1, 0, 0, 0, 0, 0, 0]","['Describe-Need', 'Promote-Coordination', 'Show-Empathy']","[0, 0, 1, 0, 0, 0, 1, 1, 0]","{""intents"":[""Describe-Need"",""Promote-Coordination"",""Show-Empathy""]}"
521-2_utt2_intention,521-2,2,"agent_2: I think that one package of water, one package of food and 0 packages of firewood would be ok for me.",No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]","['Describe-Need', 'Discover-Preference']","[0, 0, 1, 1, 0, 0, 0, 0, 0]","{""intents"":[""Describe-Need"",""Discover-Preference""]}"
521-3_utt1_intention,521-3,1,"agent_1: Alright, I think that's agreeable to me too. I really appreciate it, that means a lot to me and my family.",Build-Rapport,"[1, 0, 0, 0, 0, 0, 0, 0, 0]","['Build-Rapport', 'Show-Empathy', 'Promote-Coordination']","[1, 0, 0, 0, 0, 0, 1, 1, 0]","{""intents"":[""Build-Rapport"",""Show-Empathy"",""Promote-Coordination""]}"
521-3_utt2_intention,521-3,2,agent_2: How many family members do you have? ,Build-Rapport,"[1, 0, 0, 0, 0, 0, 0, 0, 0]","['Discover-Preference', 'Build-Rapport']","[1, 0, 0, 1, 0, 0, 0, 0, 0]","{""intents"":[""Discover-Preference"",""Build-Rapport""]}"
521-4_utt1_intention,521-4,1,"agent_1: Me, my wife and our two kids.",Build-Rapport,"[1, 0, 0, 0, 0, 0, 0, 0, 0]","['Describe-Need', 'Build-Rapport']","[1, 0, 1, 0, 0, 0, 0, 0, 0]","{""intents"":[""Describe-Need"",""Build-Rapport""]}"
521-4_utt2_intention,521-4,2,agent_2: I could use 1 package of firewood if your family has other heating options like a butane food cooker.,Undermine-Requirements,"[0, 0, 0, 0, 0, 0, 0, 0, 1]","['Describe-Need', 'Discover-Preference', 'Promote-Coordination']","[0, 0, 1, 1, 0, 0, 1, 0, 0]","{""intents"":[""Describe-Need"",""Discover-Preference"",""Promote-Coordination""]}"
521-5_utt1_intention,521-5,1,"agent_1: I'm sorry, we really don't have any other options. I could really use 3 packages of firewood--I just can't risk a cold weather injury. Plus I promised everyone we'd be doing things the old fashioned way.","Build-Rapport,Describe-Need","[1, 0, 1, 0, 0, 0, 0, 0, 0]","['Describe-Need', 'Show-Empathy']","[0, 0, 1, 0, 0, 0, 0, 1, 0]","{""intents"":[""Describe-Need"",""Show-Empathy""]}"
521-5_utt2_intention,521-5,2,"agent_2: Ok, thqt is a deal.",No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]","['Build-Rapport', 'Promote-Coordination']","[1, 0, 0, 0, 0, 0, 1, 0, 0]","{""intents"":[""Build-Rapport"",""Promote-Coordination""]}"
522-0_utt1_intention,522-0,1,agent_2: We wantto do a lot of hiking on our trip and therefore I need extra water to make sure we stay hydrated. ,Describe-Need,"[0, 0, 1, 0, 0, 0, 0, 0, 0]","['Describe-Need', 'Promote-Coordination']","[0, 0, 1, 0, 0, 0, 1, 0, 0]","{""intents"":[""Describe-Need"",""Promote-Coordination""]}"
522-0_utt2_intention,522-0,2,"agent_1: hi! thats awesome i am going camping too, but not a lot of hiking. I am bringing 2 teenage boys so food will be very important for us","Build-Rapport,Describe-Need","[1, 0, 1, 0, 0, 0, 0, 0, 0]","['Build-Rapport', 'Describe-Need', 'Discover-Preference']","[1, 0, 1, 1, 0, 0, 0, 0, 0]","{""intents"":[""Build-Rapport"",""Describe-Need"",""Discover-Preference""]}"
522-1_utt1_intention,522-1,1,"agent_2: I definitely understand that, kids can eat a lot. I  can spare 2 extra food for all the water. ","Promote-Coordination,Show-Empathy","[0, 0, 0, 0, 0, 0, 1, 1, 0]","['Show-Empathy', 'Describe-Need', 'Promote-Coordination']","[0, 0, 1, 0, 0, 0, 1, 1, 0]","{""intents"":[""Show-Empathy"",""Describe-Need"",""Promote-Coordination""]}"
522-1_utt2_intention,522-1,2,"agent_1: that will work for me - how about i take 2 food, and all the firewood - i am hoping to teach my boys campfire songs - they need other hobbies that dont include electronics :). You can have 1 food and all the water? ",Build-Rapport,"[1, 0, 0, 0, 0, 0, 0, 0, 0]","['Promote-Coordination', 'Show-Empathy', 'Describe-Need']","[0, 0, 1, 0, 0, 0, 1, 1, 0]","{""intents"":[""Promote-Coordination"",""Show-Empathy"",""Describe-Need""]}"
522-2_utt1_intention,522-2,1,agent_2: I would like just 1 firewood so we can have a smores night with the younger kids if that works?,Describe-Need,"[0, 0, 1, 0, 0, 0, 0, 0, 0]","['Describe-Need', 'Promote-Coordination']","[0, 0, 1, 0, 0, 0, 1, 0, 0]","{""intents"":[""Describe-Need"",""Promote-Coordination""]}"
522-2_utt2_intention,522-2,2,agent_1: that works for me - would you be willing to give me 1 of the waters that way i at least have a little extra,Promote-Coordination,"[0, 0, 0, 0, 0, 0, 1, 0, 0]","['Promote-Coordination', 'Callout-Fairness']","[0, 1, 0, 0, 0, 0, 1, 0, 0]","{""intents"":[""Promote-Coordination"",""Callout-Fairness""]}"
522-3_utt1_intention,522-3,1,"agent_2: No i really need all the water, if its a deal breaker than you can have all the firewood.",No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]","['Describe-Need', 'No-Need']","[0, 0, 1, 0, 0, 1, 0, 0, 0]","{""intents"":[""Describe-Need"",""No-Need""]}"
522-3_utt2_intention,522-3,2,"agent_1: ok - i will take all the firewood and the 2 food, you can have all of the water and a food - that works for me. if i have extra firewood i can boil any water to make some drinking water",No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]","['Promote-Coordination', 'Describe-Need']","[0, 0, 1, 0, 0, 0, 1, 0, 0]","{""intents"":[""Promote-Coordination"",""Describe-Need""]}"
522-4_utt1_intention,522-4,1,agent_2: That sounds great. We should both have a great time camping now. ,Build-Rapport,"[1, 0, 0, 0, 0, 0, 0, 0, 0]","['Build-Rapport', 'Promote-Coordination']","[1, 0, 0, 0, 0, 0, 1, 0, 0]","{""intents"":[""Build-Rapport"",""Promote-Coordination""]}"
522-4_utt2_intention,522-4,2,agent_1: i agree! ,Build-Rapport,"[1, 0, 0, 0, 0, 0, 0, 0, 0]","['Build-Rapport', 'Promote-Coordination']","[1, 0, 0, 0, 0, 0, 1, 0, 0]","{""intents"":[""Build-Rapport"",""Promote-Coordination""]}"
523-0_utt1_intention,523-0,1,agent_2: Hello 🙂 Hope you have a good amount of supplies for your trip!,Build-Rapport,"[1, 0, 0, 0, 0, 0, 0, 0, 0]","['Build-Rapport', 'Show-Empathy']","[1, 0, 0, 0, 0, 0, 0, 1, 0]","{""intents"":[""Build-Rapport"",""Show-Empathy""]}"
523-0_utt2_intention,523-0,2,"agent_1: Not really! I will need you to give me 3 food, 2 water and 2 firewood.",No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",['Describe-Need'],"[0, 0, 1, 0, 0, 0, 0, 0, 0]","{""intents"":[""Describe-Need""]}"
523-1_utt1_intention,523-1,1,"agent_2: Yea, that's not going to work for me. That would leave me with NO food, and only 1 water, and 1 firewood. Would you take that deal, if I offered it back to you?",Callout-Fairness,"[0, 1, 0, 0, 0, 0, 0, 0, 0]","['Callout-Fairness', 'Describe-Need', 'Discover-Preference']","[0, 1, 1, 1, 0, 0, 0, 0, 0]","{""intents"":[""Callout-Fairness"",""Describe-Need"",""Discover-Preference""]}"
523-1_utt2_intention,523-1,2,agent_1: Ok what will work for you?,No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]","['Discover-Preference', 'Promote-Coordination']","[0, 0, 0, 1, 0, 0, 1, 0, 0]","{""intents"":[""Discover-Preference"",""Promote-Coordination""]}"
523-2_utt1_intention,523-2,1,agent_2: I really need at least some of everything. What do you need the most?,Discover-Preference,"[0, 0, 0, 1, 0, 0, 0, 0, 0]","['Describe-Need', 'Discover-Preference', 'Promote-Coordination']","[0, 0, 1, 1, 0, 0, 1, 0, 0]","{""intents"":[""Describe-Need"",""Discover-Preference"",""Promote-Coordination""]}"
523-2_utt2_intention,523-2,2,agent_1: I think we are now talking. I need food the most and water as the second priority.,Build-Rapport,"[1, 0, 0, 0, 0, 0, 0, 0, 0]","['Build-Rapport', 'Describe-Need', 'Discover-Preference', 'Promote-Coordination']","[1, 0, 1, 1, 0, 0, 1, 0, 0]","{""intents"":[""Build-Rapport"",""Describe-Need"",""Discover-Preference"",""Promote-Coordination""]}"
523-3_utt1_intention,523-3,1,agent_2: Ok. I really need the food the most. ,No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]","['Describe-Need', 'Discover-Preference']","[0, 0, 1, 1, 0, 0, 0, 0, 0]","{""intents"":[""Describe-Need"",""Discover-Preference""]}"
523-3_utt2_intention,523-3,2,"agent_1: Now, let me have 2 food and 2 water and i will give you 3 firewood. What about that?",No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]","['Describe-Need', 'Promote-Coordination']","[0, 0, 1, 0, 0, 0, 1, 0, 0]","{""intents"":[""Describe-Need"",""Promote-Coordination""]}"
523-4_utt1_intention,523-4,1,"agent_2: I'm not really worried about the firewood ☹️ What about I take 2 foods, and you can have the 2 waters? ",No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]","['Describe-Need', 'Discover-Preference', 'Show-Empathy']","[0, 0, 1, 1, 0, 0, 0, 1, 0]","{""intents"":[""Describe-Need"",""Discover-Preference"",""Show-Empathy""]}"
523-4_utt2_intention,523-4,2,"agent_1: And 3 firewood then, that will be fine with me.",No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]","['Promote-Coordination', 'Describe-Need']","[0, 0, 1, 0, 0, 0, 1, 0, 0]","{""intents"":[""Promote-Coordination"",""Describe-Need""]}"
523-5_utt1_intention,523-5,1,"agent_2: Give me 1 firewood, and we'll have a deal? ",No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]","['Describe-Need', 'Promote-Coordination']","[0, 0, 1, 0, 0, 0, 1, 0, 0]","{""intents"":[""Describe-Need"",""Promote-Coordination""]}"
523-5_utt2_intention,523-5,2,"agent_1: Ok, for you. We have a deal.",No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]","['Build-Rapport', 'Promote-Coordination']","[1, 0, 0, 0, 0, 0, 1, 0, 0]","{""intents"":[""Build-Rapport"",""Promote-Coordination""]}"
524-0_utt1_intention,524-0,1,"agent_2: Hello, how are you today?",Build-Rapport,"[1, 0, 0, 0, 0, 0, 0, 0, 0]","['Build-Rapport', 'Show-Empathy']","[1, 0, 0, 0, 0, 0, 0, 1, 0]","{""intents"":[""Build-Rapport"",""Show-Empathy""]}"
524-0_utt2_intention,524-0,2,agent_1: I am good. How are you?,Build-Rapport,"[1, 0, 0, 0, 0, 0, 0, 0, 0]","['Build-Rapport', 'Show-Empathy']","[1, 0, 0, 0, 0, 0, 0, 1, 0]","{""intents"":[""Build-Rapport"",""Show-Empathy""]}"
524-1_utt1_intention,524-1,1,agent_2: Doing good! Kinda slow today,Build-Rapport,"[1, 0, 0, 0, 0, 0, 0, 0, 0]","['Build-Rapport', 'Show-Empathy']","[1, 0, 0, 0, 0, 0, 0, 1, 0]","{""intents"":[""Build-Rapport"",""Show-Empathy""]}"
524-1_utt2_intention,524-1,2,agent_1: I just started. Looking forward to your trip? I really need lots of water. I hope you will take that into consideration. ,Build-Rapport,"[1, 0, 0, 0, 0, 0, 0, 0, 0]","['Build-Rapport', 'Describe-Need', 'Promote-Coordination']","[1, 0, 1, 0, 0, 0, 1, 0, 0]","{""intents"":[""Build-Rapport"",""Describe-Need"",""Promote-Coordination""]}"
524-2_utt1_intention,524-2,1,agent_2: Yup I have water but need firewood to keep warm. My trip is going to be cold.,Describe-Need,"[0, 0, 1, 0, 0, 0, 0, 0, 0]","['Describe-Need', 'Show-Empathy']","[0, 0, 1, 0, 0, 0, 0, 1, 0]","{""intents"":[""Describe-Need"",""Show-Empathy""]}"
524-2_utt2_intention,524-2,2,"agent_1: You can have all the firewood you need! I need a bit of extra food too. Would you consider 3 water, 2 food, and 0 wood for me?",No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]","['Describe-Need', 'Promote-Coordination']","[0, 0, 1, 0, 0, 0, 1, 0, 0]","{""intents"":[""Describe-Need"",""Promote-Coordination""]}"
524-3_utt1_intention,524-3,1,agent_2: Yeah I can do that!,No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",['Promote-Coordination'],"[0, 0, 0, 0, 0, 0, 1, 0, 0]","{""intents"":[""Promote-Coordination""]}"
524-3_utt2_intention,524-3,2,agent_1: sounds awesome! Thank you so much!,No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]","['Build-Rapport', 'Promote-Coordination']","[1, 0, 0, 0, 0, 0, 1, 0, 0]","{""intents"":[""Build-Rapport"",""Promote-Coordination""]}"
524-4_utt1_intention,524-4,1,"agent_2: What about 0 firewood, 3 water and 1 food?",No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]","['Describe-Need', 'Promote-Coordination']","[0, 0, 1, 0, 0, 0, 1, 0, 0]","{""intents"":[""Describe-Need"",""Promote-Coordination""]}"
524-4_utt2_intention,524-4,2,"agent_1: Oh I thought you agreed with 3 water, 2 food and 0 water for me ☹️",No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]","['Callout-Fairness', 'Describe-Need', 'Show-Empathy']","[0, 1, 1, 0, 0, 0, 0, 1, 0]","{""intents"":[""Callout-Fairness"",""Describe-Need"",""Show-Empathy""]}"
524-5_utt1_intention,524-5,1,agent_2: Yeah that can work! Was trying to bargin 🙂,No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]","['Build-Rapport', 'Promote-Coordination']","[1, 0, 0, 0, 0, 0, 1, 0, 0]","{""intents"":[""Build-Rapport"",""Promote-Coordination""]}"
525-0_utt1_intention,525-0,1,"agent_2: hi there, i'm hoping we can come to an agreement on these extra items 🙂","Callout-Fairness,Promote-Coordination","[0, 1, 0, 0, 0, 0, 1, 0, 0]","['Build-Rapport', 'Promote-Coordination']","[1, 0, 0, 0, 0, 0, 1, 0, 0]","{""intents"":[""Build-Rapport"",""Promote-Coordination""]}"
525-0_utt2_intention,525-0,2,"agent_1: Hello, I would really like more food for my trip. If I can have all the food, and firewood, you can have all the water",No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]","['Describe-Need', 'Callout-Fairness', 'Promote-Coordination']","[0, 1, 1, 0, 0, 0, 1, 0, 0]","{""intents"":[""Describe-Need"",""Callout-Fairness"",""Promote-Coordination""]}"
525-1_utt1_intention,525-1,1,"agent_2: Oh, that won't really work for me.  I was hoping to get extra food and water for this trip since I need water to take medication and would love the food to plan a special meal.  I'd like say, 2 food, 3 water and 1 firewood","Callout-Fairness,Describe-Need","[0, 1, 1, 0, 0, 0, 0, 0, 0]","['Describe-Need', 'Discover-Preference', 'Show-Empathy']","[0, 0, 1, 1, 0, 0, 0, 1, 0]","{""intents"":[""Describe-Need"",""Discover-Preference"",""Show-Empathy""]}"
525-1_utt2_intention,525-1,2,"agent_1: I could give you 2 food, if I could have 3 firewood and 2 water",Promote-Coordination,"[0, 0, 0, 0, 0, 0, 1, 0, 0]","['Promote-Coordination', 'Describe-Need']","[0, 0, 1, 0, 0, 0, 1, 0, 0]","{""intents"":[""Promote-Coordination"",""Describe-Need""]}"
525-2_utt1_intention,525-2,1,"agent_2: Hmm, how about I take 2 food and 2 water and you can have all the firewood?",No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]","['Describe-Need', 'Promote-Coordination']","[0, 0, 1, 0, 0, 0, 1, 0, 0]","{""intents"":[""Describe-Need"",""Promote-Coordination""]}"
525-2_utt2_intention,525-2,2,"agent_1: This is fair, but I do not have any use for much firewood. I could give you 2 firewood, 2 water and 1 food",Callout-Fairness,"[0, 1, 0, 0, 0, 0, 0, 0, 0]","['Callout-Fairness', 'Describe-Need', 'Promote-Coordination']","[0, 1, 1, 0, 0, 0, 1, 0, 0]","{""intents"":[""Callout-Fairness"",""Describe-Need"",""Promote-Coordination""]}"
525-3_utt1_intention,525-3,1,"agent_2: Hmm ☹️.  How about 1 food, 3 water and 2 firewood?",No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]","['Describe-Need', 'Promote-Coordination', 'Show-Empathy']","[0, 0, 1, 0, 0, 0, 1, 1, 0]","{""intents"":[""Describe-Need"",""Promote-Coordination"",""Show-Empathy""]}"
525-3_utt2_intention,525-3,2,"agent_1: I could give you 3 firewood, 2 water, but that is the most I could do",No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]","['Callout-Fairness', 'Describe-Need', 'Promote-Coordination']","[0, 1, 1, 0, 0, 0, 1, 0, 0]","{""intents"":[""Callout-Fairness"",""Describe-Need"",""Promote-Coordination""]}"
525-4_utt1_intention,525-4,1,"agent_2: so 1 food, 2 water and 3 firewood?",No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]","['Describe-Need', 'Promote-Coordination']","[0, 0, 1, 0, 0, 0, 1, 0, 0]","{""intents"":[""Describe-Need"",""Promote-Coordination""]}"
525-4_utt2_intention,525-4,2,"agent_1: No food, just 2 water, 3 firewood",No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]","['No-Need', 'Undermine-Requirements']","[0, 0, 0, 0, 0, 1, 0, 0, 1]","{""intents"":[""No-Need"",""Undermine-Requirements""]}"
525-5_utt1_intention,525-5,1,"agent_2: 3 water, 3 firewood?",No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]","['Describe-Need', 'Promote-Coordination']","[0, 0, 1, 0, 0, 0, 1, 0, 0]","{""intents"":[""Describe-Need"",""Promote-Coordination""]}"
525-5_utt2_intention,525-5,2,"agent_1: I could do 3 water, 1 firewood, if you would like more water",Promote-Coordination,"[0, 0, 0, 0, 0, 0, 1, 0, 0]","['Promote-Coordination', 'Describe-Need']","[0, 0, 1, 0, 0, 0, 1, 0, 0]","{""intents"":[""Promote-Coordination"",""Describe-Need""]}"
525-6_utt1_intention,525-6,1,"agent_2: sure, if you throw in 1 food",No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]","['Describe-Need', 'Promote-Coordination']","[0, 0, 1, 0, 0, 0, 1, 0, 0]","{""intents"":[""Describe-Need"",""Promote-Coordination""]}"
525-6_utt2_intention,525-6,2,"agent_1: how about 1 food, 3 water",No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]","['Promote-Coordination', 'Callout-Fairness']","[0, 1, 0, 0, 0, 0, 1, 0, 0]","{""intents"":[""Promote-Coordination"",""Callout-Fairness""]}"
525-7_utt1_intention,525-7,1,agent_2: alrighty,No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]","['Build-Rapport', 'Promote-Coordination']","[1, 0, 0, 0, 0, 0, 1, 0, 0]","{""intents"":[""Build-Rapport"",""Promote-Coordination""]}"
526-0_utt1_intention,526-0,1,"agent_2: Hello, I would really like to get most of the water and firewood packages.",No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]","['Describe-Need', 'Discover-Preference']","[0, 0, 1, 1, 0, 0, 0, 0, 0]","{""intents"":[""Describe-Need"",""Discover-Preference""]}"
526-0_utt2_intention,526-0,2,agent_1: You can have most of the water and firewood if I can have most of the food. I would like to get two of the firewood so I have a nice fire to come back to after searching for a source of water.,"Describe-Need,Promote-Coordination","[0, 0, 1, 0, 0, 0, 1, 0, 0]","['Callout-Fairness', 'Describe-Need', 'Promote-Coordination']","[0, 1, 1, 0, 0, 0, 1, 0, 0]","{""intents"":[""Callout-Fairness"",""Describe-Need"",""Promote-Coordination""]}"
526-1_utt1_intention,526-1,1,"agent_2: How about I take all off the water, 1 firewood and 1 food package? 🙂",No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]","['Promote-Coordination', 'Describe-Need']","[0, 0, 1, 0, 0, 0, 1, 0, 0]","{""intents"":[""Promote-Coordination"",""Describe-Need""]}"
